file,folder,set,cycle,slides,mtime,bytes,critical_aspects,n_aspects,core_questions_by_aspect,core_q_complete_all_aspects,ca_question_count,continuity_question,stock_and_flow,concept_bank,teacher_prep,day_dividers,response_slides,response_slides_with_prompt,all_response_notes_ok,response_missing_prompt_slides,links_slide,links_slide_urls,links_total_unique,links_copy,links_non_copy,links_gslides_non_copy,links_non_copy_sample,dims,dims_ok,fonts_ok,fonts_found,fonts_offending,colors_ok,colors_offending,format_ok,removed_slide_types,missing_required,advisory1_pass,advisory1_verdict,ca_question_text_verbatim,advisory2_structure,advisory2_detail,slide_types_ordered,teacher_note_slide,teacher_note_declares,teacher_note_declares_count,visibility_rung_declared,visibility_rung_text,simultaneity_declared,what_if_present,what_if_individual_written,concept_bank_relates,forbidden_vocab_beat,ngss_codes
▶ LIVE — Cycle 01 — Lab Safety (VT).pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,25,2026-08-26 14:33:55,679343,what a safety symbol is really telling you,1,"what a safety symbol is really telling you: 4/5 [Critical Aspect question, Build a Rule, Pattern Break, 3-Tier Question]",False,1,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Material Icons; Overlock,Calibri; Material Icons; Overlock,False,000000; 002060; 004D40; 00695C; 17365D; 1D1B10; 1D2939; 1E1C11; 4A5568; 4B5563; 7030A0; 999999; B2DFDB; D0D5DD; D68910; D9383A; E2E8F0; E4E7EC; E6F4F1; F4B400; F9F6FC; FC7876; FFC000,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,True,S12: comparison,"S12: ""A safety symbol is more than a warning picture. What TWO things is every safety symbol trying to tell you?""",none,,Teacher reference > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > What if > Content/Explanation,absent,,0/7,no,,none,yes,unclear,absent,clean,
▶ LIVE — Cycle01_Day 1.pptx,Cycle 01 — Course Launch & Lab Safety (Unit 1),LIVE export,1,9,2026-08-26 10:25:42,3471995,What makes a science class worth being in,1,What makes a science class worth being in: 1/5 [3-Tier Question],False,0,0,0,0,0,0,0,0,False,,0,0,0,0,0,0,,9144000x6858000,True,False,Arial; Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,Calibri; Inter; Inter ExtraBold; Inter Medium; Inter SemiBold,False,000000; 0F766E; 1A202C; 1F2937; 2D3748; 4A5568; 718096; 94A3B8; A0AEC0; BEE3F8; CBD5E1; CCFBF1; D35400; D9A406; E2E8F0; F0FDFA; F7FAFC,False,,Teacher Prep; Concept Bank; Links slide; Response slides; Day divider,False,,,none,,Teacher reference > Content/Explanation > Content/Explanation > 3-Tier Question > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation,absent,,0/7,no,,none,no,n/a,absent,clean,
▶ LIVE — Cycle 16c — Mutations and Genetic Disorders.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),LIVE export,16c,32,2026-08-22 11:43:40,1385920,Somatic vs. germline | Gene vs. chromosome,2,"Somatic vs. germline: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Gene vs. chromosome: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,4,4,True,,1,4,15,0,15,0,https://www.youtube.com/watch?v=c57rjL-30rs ; https://learn.genetics.utah.edu/content/disorders/singlegene/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=440 ; https://learn.genetics.utah.edu/content/basics/karyotype/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,Concept Bank,False,"S8: NO CONTRAST DEVICE ;; S19: change condition, comparison","S8: ""A sunburn damages DNA in skin cells. That damage stays with you for life. So why can a child never inherit it?"" ;; S19: ""A mutation can change a single gene, or it can change a whole chromosome. What difference does the size of the change make to the organism?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS3-1; HS-LS3-2
▶ LIVE — Cycle 16c — Mutations and Genetic Disorders — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),with-Concept-Bank,16c,33,2026-08-29 15:55:35,1385951,Somatic vs. germline | Gene vs. chromosome,2,"Somatic vs. germline: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Gene vs. chromosome: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,4,4,True,,1,4,15,0,15,0,https://www.youtube.com/watch?v=c57rjL-30rs ; https://learn.genetics.utah.edu/content/disorders/singlegene/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=440 ; https://learn.genetics.utah.edu/content/basics/karyotype/,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,,False,"S8: NO CONTRAST DEVICE ;; S19: change condition, comparison","S8: ""A sunburn damages DNA in skin cells. That damage stays with you for life. So why can a child never inherit it?"" ;; S19: ""A mutation can change a single gene, or it can change a whole chromosome. What difference does the size of the change make to the organism?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS3-1; HS-LS3-2
▶ LIVE — Cycle 16d — Biotechnology.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),LIVE export,16d,32,2026-08-22 11:43:37,756069,Selective breeding vs. genetic engineering | Recombinant DNA,2,"Selective breeding vs. genetic engineering: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Recombinant DNA: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,4,4,True,,1,6,15,0,15,0,https://www.youtube.com/watch?v=CDw4WPng2iE ; https://www.youtube.com/watch?v=ZDZUAleWX78 ; https://learn.genetics.utah.edu/content/labs/extraction/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1092,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,Concept Bank,True,S8: comparison ;; S20: comparison,"S8: ""A farmer and a laboratory can both produce corn that resists a pest. What is actually different about how each one did it?"" ;; S20: ""A human gene is put into a bacterium, and the bacterium builds a human protein. Bacteria and humans are nothing alike. Why does the gene still work?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS1-1; HS-LS3-1
▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),with-Concept-Bank,16d,33,2026-08-29 15:55:36,756162,Selective breeding vs. genetic engineering | Recombinant DNA,2,"Selective breeding vs. genetic engineering: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Recombinant DNA: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,4,4,True,,1,6,15,0,15,0,https://www.youtube.com/watch?v=CDw4WPng2iE ; https://www.youtube.com/watch?v=ZDZUAleWX78 ; https://learn.genetics.utah.edu/content/labs/extraction/ ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=1092,9144000x6858000,True,True,Arial,,False,000000; EFDF85,False,,,True,S8: comparison ;; S20: comparison,"S8: ""A farmer and a laboratory can both produce corn that resists a pest. What is actually different about how each one did it?"" ;; S20: ""A human gene is put into a bacterium, and the bacterium builds a human protein. Bacteria and humans are nothing alike. Why does the gene still work?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > 3-Tier Question > Response slide > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS1-1; HS-LS3-1
▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),LIVE export,17,31,2026-08-22 11:43:29,1831214,Fossils record change over time | Independent lines of evidence,2,"Fossils record change over time: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Independent lines of evidence: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,0,1,3,3,3,True,,1,6,25,0,25,0,https://youtu.be/P3GagfbA2vo ; https://www.onezoom.org ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=576 ; https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,9144000x6858000,True,True,Arial,,False,B4C4CC; E8F0F1; EFDF85,False,,Concept Bank,True,"S8: change condition, comparison ;; S19: comparison, named alternatives","S8: ""You find two fossils in rock layers millions of years apart. What would you have to see in the fossils themselves before you could say one form slowly changed into the other — instead of them just being two unrelated animals?"" ;; S19: ""Fossils are powerful, but bones can be broken or missing, and a single clue can often be explained more than one way. What makes two DIFFERENT kinds of evidence — for example the bones in a limb and the letters in the DNA — more convincing together than either one is on its own?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS4-1
▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),with-Concept-Bank,17,32,2026-08-29 15:55:36,1830972,Fossils record change over time | Independent lines of evidence,2,"Fossils record change over time: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Independent lines of evidence: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,0,1,1,3,3,3,True,,1,6,25,0,25,0,https://youtu.be/P3GagfbA2vo ; https://www.onezoom.org ; https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=576 ; https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html,9144000x6858000,True,True,Arial,,False,B4C4CC; E8F0F1; EFDF85,False,,,True,"S8: change condition, comparison ;; S19: comparison, named alternatives","S8: ""You find two fossils in rock layers millions of years apart. What would you have to see in the fossils themselves before you could say one form slowly changed into the other — instead of them just being two unrelated animals?"" ;; S19: ""Fossils are powerful, but bones can be broken or missing, and a single clue can often be explained more than one way. What makes two DIFFERENT kinds of evidence — for example the bones in a limb and the letters in the DNA — more convincing together than either one is on its own?""",none,,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Contrast Set > Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS4-1
▶ LIVE — Cycle 18 — Natural Selection & Adaptation.pptx,Cycle 18 — Natural Selection & Adaptation (Unit 4),LIVE export,18,32,2026-08-22 11:44:04,2303020,Variation is the raw material for selection | The environment decides which traits survive,2,"Variation is the raw material for selection: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; The environment decides which traits survive: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,2,0,1,3,3,3,True,,1,8,14,0,14,0,https://drive.google.com/file/d/1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb/view ; https://drive.google.com/file/d/1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77/view ; https://drive.google.com/file/d/1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42/view ; https://askabiologist.asu.edu/peppered-moths-game/play.html,9144000x6858000,True,True,Arial,,False,E8F0F1; EFDF85,False,,Concept Bank,True,"S8: change condition, comparison ;; S19: comparison, named alternatives","S8: ""Natural selection can make a population change — but only if the population already contains something to work with. What is that something?"" ;; S19: ""It is tempting to say some traits are just ""good"" and others ""bad."" But a trait by itself is neither. Dark wings, sharp beaks, thick fur — each one only helps if it fits the place the organism actually lives in. The environment is like a test that keeps changing: it never asks which trait is best in general, only which trait works HERE, right now. So take one single trait — dark coloring — and drop it into two different forests. What decides whether that trait saves the animal or gets it eaten?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS4-2; HS-LS4-3
▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,Cycle 18 — Natural Selection & Adaptation (Unit 4),with-Concept-Bank,18,33,2026-08-29 15:55:36,2302951,Variation is the raw material for selection | The environment decides which traits survive,2,"Variation is the raw material for selection: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; The environment decides which traits survive: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,2,1,1,3,3,3,True,,1,8,14,0,14,0,https://drive.google.com/file/d/1KLXsjXUqG8uzLbBM9jdlaROmDPSysHQb/view ; https://drive.google.com/file/d/1AGpX73RKRCnsg5Xu_gmZerw6td4WEg77/view ; https://drive.google.com/file/d/1PRkBFxKtCm9r0rZWK6_hbDhZt_UAWl42/view ; https://askabiologist.asu.edu/peppered-moths-game/play.html,9144000x6858000,True,True,Arial,,False,E8F0F1; EFDF85,False,,,True,"S8: change condition, comparison ;; S19: comparison, named alternatives","S8: ""Natural selection can make a population change — but only if the population already contains something to work with. What is that something?"" ;; S19: ""It is tempting to say some traits are just ""good"" and others ""bad."" But a trait by itself is neither. Dark wings, sharp beaks, thick fur — each one only helps if it fits the place the organism actually lives in. The environment is like a test that keeps changing: it never asks which trait is best in general, only which trait works HERE, right now. So take one single trait — dark coloring — and drop it into two different forests. What decides whether that trait saves the animal or gets it eaten?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Stock-and-flow model > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS4-2; HS-LS4-3
▶ LIVE — Cycle 19 — Speciation & Biodiversity.pptx,Cycle 19 — Speciation & Biodiversity (Unit 4),LIVE export,19,30,2026-08-22 11:43:50,1272004,How new species form | What makes a grouping useful,2,"How new species form: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What makes a grouping useful: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,6,12,0,12,0,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html ; https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.22/primary/lesson/origin-of-species-bio/ ; https://www.khanacademy.org/science/ap-biology/natural-selection/speciation ; https://answerable-biology-models.netlify.app/speciation,9144000x6858000,True,True,Arial,,False,333333; E8F0F1; EFDF85,False,,Concept Bank,False,S8: NO CONTRAST DEVICE ;; S18: NO CONTRAST DEVICE,"S8: ""One group of a single species gets cut in two by a new mountain range. Thousands of years later, the two sides can no longer breed together. What had to happen in between to turn one species into two?"" ;; S18: ""You meet a creature you have never seen before. There are millions of species already named, and to make sense of them we put them in groups. What would you most want to know about your creature to place it — and what does a good grouping give you that a random pile of facts does not?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS4-4; HS-LS4-5
▶ LIVE — Cycle 19 — Speciation & Biodiversity — with Concept Bank.pptx,Cycle 19 — Speciation & Biodiversity (Unit 4),with-Concept-Bank,19,31,2026-08-29 15:55:36,1272125,How new species form | What makes a grouping useful,2,"How new species form: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; What makes a grouping useful: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,6,12,0,12,0,https://phet.colorado.edu/sims/html/natural-selection/latest/natural-selection_en.html ; https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/5.22/primary/lesson/origin-of-species-bio/ ; https://www.khanacademy.org/science/ap-biology/natural-selection/speciation ; https://answerable-biology-models.netlify.app/speciation,9144000x6858000,True,True,Arial,,False,333333; E8F0F1; EFDF85,False,,,False,S8: NO CONTRAST DEVICE ;; S18: NO CONTRAST DEVICE,"S8: ""One group of a single species gets cut in two by a new mountain range. Thousands of years later, the two sides can no longer breed together. What had to happen in between to turn one species into two?"" ;; S18: ""You meet a creature you have never seen before. There are millions of species already named, and to make sense of them we put them in groups. What would you most want to know about your creature to place it — and what does a good grouping give you that a random pile of facts does not?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS4-4; HS-LS4-5
▶ LIVE — Cycle 20 — Human Impact Capstone.pptx,Cycle 20 — Human Impact (Capstone) (Unit 4),LIVE export,20,30,2026-08-22 11:43:33,2348410,Renewable vs. nonrenewable | Non-native vs. invasive,2,"Renewable vs. nonrenewable: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Non-native vs. invasive: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,0,1,3,3,3,True,,1,8,14,0,14,0,https://www.worldometers.info/world-population/ ; https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.26/primary/lesson/human-actions-and-the-sixth-mass-extinction-bio/ ; https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-human-impact-on-ecosystems ; https://answerable-biology-models.netlify.app/carbon,9144000x6858000,True,True,Arial,,False,404040; E8F0F1; EFDF85,False,,Concept Bank,True,S8: comparison ;; S18: comparison,"S8: ""A forest and an oil field are both resources we use. What actually decides whether a resource runs out — the resource itself, or how fast we use it?"" ;; S18: ""A native species grew up in its home ecosystem, where predators, competitors, and disease keep it in balance. A non-native species was carried somewhere new by humans. A tomato plant and a Burmese python were both brought here from far away — so why does only one wreck the ecosystem?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,absent,clean,HS-LS2-7; HS-LS4-5; HS-LS4-6
▶ LIVE — Cycle 20 — Human Impact Capstone — with Concept Bank.pptx,Cycle 20 — Human Impact (Capstone) (Unit 4),with-Concept-Bank,20,31,2026-08-29 15:55:37,2348701,Renewable vs. nonrenewable | Non-native vs. invasive,2,"Renewable vs. nonrenewable: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question] ;; Non-native vs. invasive: 5/5 [Critical Aspect question, Contrast Set, Build a Rule, Pattern Break, 3-Tier Question]",True,2,0,1,1,1,3,3,3,True,,1,8,14,0,14,0,https://www.worldometers.info/world-population/ ; https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/6.26/primary/lesson/human-actions-and-the-sixth-mass-extinction-bio/ ; https://www.khanacademy.org/science/high-school-biology/hs-ecology/hs-human-impact-on-ecosystems ; https://answerable-biology-models.netlify.app/carbon,9144000x6858000,True,True,Arial,,False,404040; E8F0F1; EFDF85,False,,,True,S8: comparison ;; S18: comparison,"S8: ""A forest and an oil field are both resources we use. What actually decides whether a resource runs out — the resource itself, or how fast we use it?"" ;; S18: ""A native species grew up in its home ecosystem, where predators, competitors, and disease keep it in balance. A non-native species was carried somewhere new by humans. A tomato plant and a Burmese python were both brought here from far away — so why does only one wreck the ecosystem?""",stock-and-flow model,stock-and-flow model (slide 9),Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Critical Aspect question > Stock-and-flow model > Contrast Set > Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Critical Aspect question > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Response slide (What if) > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits,absent,,0/7,no,,none,yes,yes,lists only,clean,HS-LS2-7; HS-LS4-5; HS-LS4-6
