cycle,cycle_folder,deck_file,slide,slide_title,link_form,link_text,url,classification,drive_id,id_len,status,found_at,suggested_fix,fix_note
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,4,Bellringer,run,Play with an enzyme and its substrate — watch the reaction speed up.,https://biomanbio.com/HTML5GamesandLabs/LifeChemgames/enzymatichtml5page.html,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,4,Bellringer,run,CK-12 Biology — Enzymes,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/1.17/primary/lesson/enzymes-bio/,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,4,Bellringer,run,Khan Academy — Enzymes,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-enzymes,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,4,Bellringer,run,"Then watch: Enzymes explained (Amoeba Sisters), about 3 minutes.",https://www.youtube.com/watch?v=qgVFkRn8f10,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,9,Explore — the Enzyme Rate Model,printed+run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/enzyme,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,16,Day 1 activity · Critical Aspect 1,run,Watch: Enzymes lower the hill (Amoeba Sisters),https://www.youtube.com/watch?v=qgVFkRn8f10,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,25,Day 2 activity · Critical Aspect 2,run,Potato catalase lab,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,26,Day 2 activity · Critical Aspect 2,run,Potato catalase lab,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,26,Day 2 activity · Critical Aspect 2,run,Lab guide: Measuring Enzyme Activity — Yeast Catalase (Science Buddies),https://www.sciencebuddies.org/science-fair-projects/project-ideas/Chem_p040/chemistry/measuring-enzyme-activity-yeast-catalase,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,27,Day 2 activity · Critical Aspect 2,printed+run,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,29,Liver-Catalase Lab,run,Extension lab: Measuring Enzyme Activity — Yeast Catalase (Science Buddies),https://www.sciencebuddies.org/science-fair-projects/project-ideas/Chem_p040/chemistry/measuring-enzyme-activity-yeast-catalase,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://answerable-biology-models.netlify.app/enzyme,https://answerable-biology-models.netlify.app/enzyme,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://biomanbio.com/HTML5GamesandLabs/LifeChemgames/enzymatichtml5page.html,https://biomanbio.com/HTML5GamesandLabs/LifeChemgames/enzymatichtml5page.html,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/1.17/primary/lesson/enzymes-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/1.17/primary/lesson/enzymes-bio/,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-enzymes,https://www.khanacademy.org/science/high-school-biology/hs-energy-and-transport/hs-enzymes,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,https://www.sciencebuddies.org/science-fair-projects/project-ideas/BioChem_p011/biotechnology-techniques/enzyme-catalyzed-reactions-what-affects-their-rates,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,https://www.sciencebuddies.org/science-fair-projects/project-ideas/Chem_p040/chemistry/measuring-enzyme-activity-yeast-catalase,https://www.sciencebuddies.org/science-fair-projects/project-ideas/Chem_p040/chemistry/measuring-enzyme-activity-yeast-catalase,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,33,Activity and resource links,printed+run,Enzymes explained (Amoeba Sisters) — bellringer video and Day 1 activity,https://www.youtube.com/watch?v=qgVFkRn8f10,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,34,Image credits,printed,"“A key is inserted in a door lock” — Shixart1985, CC BY 2.0 — https://commons.wikimedia.org/wiki/File:A_key_is_inserted_in_a_door_lock.jpg",https://commons.wikimedia.org/wiki/File:A_key_is_inserted_in_a_door_lock.jpg,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,34,Image credits,printed,"“Elephant Toothpaste Denver JDS Labs” — Adam Rakunas (flickr.com/photos/eigenadam), CC BY-SA 2.0 — https://commons.wikimedia.org/wiki/File:Elephant_Toothpaste_Denver_JDS_Labs.jpg",https://commons.wikimedia.org/wiki/File:Elephant_Toothpaste_Denver_JDS_Labs.jpg,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,34,Image credits,printed,"“Hydrogen peroxyde uk” — Alex Khimich, Public domain — https://commons.wikimedia.org/wiki/File:Hydrogen_peroxyde_uk.jpg",https://commons.wikimedia.org/wiki/File:Hydrogen_peroxyde_uk.jpg,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,34,Image credits,printed,"“Jiggler Keys” — Lukkojaska, CC BY-SA 4.0 — https://commons.wikimedia.org/wiki/File:Jiggler_Keys.png",https://commons.wikimedia.org/wiki/File:Jiggler_Keys.png,external,,,external (not checked live),n/a — external,,
Cycle 10,Cycle 10 — Enzymes (Unit 2),▶ LIVE — Cycle 10 — Enzymes.pptx,34,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,run,Cell Cancer Decision Cards — 1 set per group,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,Gizmo: Cell Division (ExploreLearning — subscription) — https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=443,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=443,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,HHMI BioInteractive — Cell Division and Cancer Risk — https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,HHMI BioInteractive — The p53 Gene and Cancer — https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,1,TEACHER REFERENCE — not projected to students,printed,Amoeba Sisters — The Cell Cycle (and cancer) [Updated] — https://www.youtube.com/watch?v=QVCjdNxJreE,https://www.youtube.com/watch?v=QVCjdNxJreE,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,2,TEACHER REFERENCE,run,•  Print “Cycle 11 — Cell Cancer Decision Cards (print)” from the My Class only (print) subfolder — 1 set per group.,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,4,Bellringer,run,CK-12 Biology FlexBook 2.0 — 2.32 Cell Cycle,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,4,Bellringer,run,"Click through a cell as it grows, copies its DNA, and splits.",https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,4,Bellringer,run,Khan Academy — The cell cycle and mitosis,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,9,Explore — the Cell Cycle Model,printed+run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/cell-cycle,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,16,Day 1 activity · Critical Aspect 1,run,"Print: Cycle 11 — Cell Cancer Decision Cards, 1 set per group",https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,16,Day 1 activity · Critical Aspect 1,run,Open: HHMI — Eukaryotic Cell Cycle & Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,24,Day 2 activity · Critical Aspect 2,run,Open: HHMI — “Regulators & Cancer” view (how a broken p53 lets damaged cells divide),https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,24,Day 2 activity · Critical Aspect 2,run,Case-study resource: HHMI — The p53 Gene and Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,25,Day 2 activity · Critical Aspect 2,run,Case-study resource: HHMI — The p53 Gene and Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,31,CONCEPT BANK,run,CK-12 Biology FlexBook 2.0 — 2.32 Cell Cycle,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,31,CONCEPT BANK,run,Khan Academy — The cell cycle and mitosis,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,https://answerable-biology-models.netlify.app/cell-cycle,https://answerable-biology-models.netlify.app/cell-cycle,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,"Cell Cancer Decision Cards (print) — Day 1 “Be the checkpoint”, in “My Class only (print)”",https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,HHMI — Eukaryotic Cell Cycle & Cancer (Click & Learn) — bellringer sim + Day 1/Day 2 activities,https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,HHMI — The p53 Gene and Cancer (Click & Learn) — Day 2 case-study resource,https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,33,Activity and resource links,printed+run,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Slide 10, Case B — DNA UV mutation.svg · Mouagip · Public domain · https://commons.wikimedia.org/w/index.php?curid=11367690",https://commons.wikimedia.org/w/index.php?curid=11367690,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Slide 10, Case A — Mitosis in Onion Root - various stages.jpg · Natalierussell77 · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=136671023",https://commons.wikimedia.org/w/index.php?curid=136671023,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Slide 19, Case B — Melanoma, brown and red lesion 1.jpg · Larry Meyer (Photographer) · Public domain · https://commons.wikimedia.org/w/index.php?curid=24051834",https://commons.wikimedia.org/w/index.php?curid=24051834,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Slide 19, Case A — Skin Mole 11.JPG · Делфина · CC BY-SA 4.0 · https://commons.wikimedia.org/w/index.php?curid=45110017",https://commons.wikimedia.org/w/index.php?curid=45110017,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Icons: Twemoji by X/Twitter, CC BY 4.0 — https://github.com/jdecked/twemoji",https://github.com/jdecked/twemoji,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer — with Concept Bank.pptx,34,Image credits,printed,"Slide 7 — cell cycle wheel: HHMI BioInteractive, “The Eukaryotic Cell Cycle and Cancer” Click & Learn (screenshot) · Courtesy of HHMI BioInteractive · free for classroom display; not redistributed · h",https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,1,TEACHER REFERENCE — not projected to students,run,Cell Cancer Decision Cards — 1 set per group,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,1,TEACHER REFERENCE — not projected to students,printed,Gizmo: Cell Division (ExploreLearning — subscription) — https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=443,https://gizmos.explorelearning.com/find-gizmos/lesson-info?resourceId=443,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,1,TEACHER REFERENCE — not projected to students,printed,HHMI BioInteractive — Cell Division and Cancer Risk — https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,https://www.biointeractive.org/classroom-resources/cell-division-and-cancer-risk,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,1,TEACHER REFERENCE — not projected to students,printed,HHMI BioInteractive — The p53 Gene and Cancer — https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,1,TEACHER REFERENCE — not projected to students,printed,Amoeba Sisters — The Cell Cycle (and cancer) [Updated] — https://www.youtube.com/watch?v=QVCjdNxJreE,https://www.youtube.com/watch?v=QVCjdNxJreE,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,2,TEACHER REFERENCE,run,•  Print “Cycle 11 — Cell Cancer Decision Cards (print)” from the My Class only (print) subfolder — 1 set per group.,https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,4,Bellringer,run,CK-12 Biology FlexBook 2.0 — 2.32 Cell Cycle,https://flexbooks.ck12.org/cbook/ck-12-biology-flexbook-2.0/section/2.32/primary/lesson/cell-cycle-bio/,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,4,Bellringer,run,"Click through a cell as it grows, copies its DNA, and splits.",https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,4,Bellringer,run,Khan Academy — The cell cycle and mitosis,https://www.khanacademy.org/science/high-school-biology/hs-reproduction-and-cell-division/hs-the-cell-cycle-and-mitosis,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,9,Explore — the Cell Cycle Model,printed+run,▶  Tap to open the interactive model and drag the sliders,https://answerable-biology-models.netlify.app/cell-cycle,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,16,Day 1 activity · Critical Aspect 1,run,"Print: Cycle 11 — Cell Cancer Decision Cards, 1 set per group",https://drive.google.com/file/d/1fTJuWg--s8IE6qB92qI3amQdFceyx1KG/view,drivefile/view,1fTJuWg--s8IE6qB92qI3amQdFceyx1KG,33,"MISSING — no file of this name in this cycle, in any tree",NOT FOUND,,"No file named anything like 'Decision Cards' or 'checkpoint cards' exists anywhere in the local mirror — not in Cycle 11 in any of the three trees, not under any other cycle, not in the archives. This material appears never to have been created, or to have been deleted. It is required for the Day 1 'Be the checkpoint' activity."
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,16,Day 1 activity · Critical Aspect 1,run,Open: HHMI — Eukaryotic Cell Cycle & Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,24,Day 2 activity · Critical Aspect 2,run,Open: HHMI — “Regulators & Cancer” view (how a broken p53 lets damaged cells divide),https://www.biointeractive.org/classroom-resources/eukaryotic-cell-cycle-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,24,Day 2 activity · Critical Aspect 2,run,Case-study resource: HHMI — The p53 Gene and Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,25,Day 2 activity · Critical Aspect 2,run,Case-study resource: HHMI — The p53 Gene and Cancer (Click & Learn),https://www.biointeractive.org/classroom-resources/p53-gene-and-cancer,external,,,external (not checked live),n/a — external,,
Cycle 11,Cycle 11 — The Cell Cycle → Cancer (Unit 2),▶ LIVE — Cycle 11 — The Cell Cycle to Cancer.pptx,32,Activity and resource links,printed+run,https://answerable-biology-models.netlify.app/cell-cycle,https://answerable-biology-models.netlify.app/cell-cycle,external,,,external (not checked live),n/a — external,,
